gene_symbol,n_features,features,n_feature_IDs,n_omes,omes,n_tissues,tissues
Styxl2,3,PHOSPHO;SKM-GN;NP_001178858.1_S370sS371s|PHOSPHO;SKM-GN;NP_001178858.1_T425t|PHOSPHO;SKM-GN;NP_001178858.1_T627t,3,1,PHOSPHO,1,SKM-GN
Aoah,1,PROT;LUNG;NP_001178869.1,1,1,PROT,1,LUNG
Ppp1r12c,1,PHOSPHO;LIVER;NP_001178875.2_S560s,1,1,PHOSPHO,1,LIVER
Msh3,1,PHOSPHO;LIVER;NP_001178886.1_S56s,1,1,PHOSPHO,1,LIVER
Gpsm2,1,PHOSPHO;LIVER;NP_001178891.1_S563s,1,1,PHOSPHO,1,LIVER
Thsd7a,1,PROT;LUNG;NP_001178899.1,1,1,PROT,1,LUNG
Clec1b,1,PROT;LIVER;NP_001178907.1,1,1,PROT,1,LIVER
Ndufaf8,1,PROT;SKM-GN;NP_001182411.1,1,1,PROT,1,SKM-GN
Coa5,1,PROT;SKM-GN;NP_001182417.1,1,1,PROT,1,SKM-GN
Terf2,1,PROT;SKM-GN;NP_001229284.1,1,1,PROT,1,SKM-GN
Grin1,1,PROT;LIVER;NP_001257531.1,1,1,PROT,1,LIVER
Tnnt3,6,PHOSPHO;SKM-GN;NP_001257593.1_T34t|PHOSPHO;SKM-GN;NP_001257595.1_T45t|PHOSPHO;SKM-GN;NP_001257601.1_T36t|PHOSPHO;SKM-GN;NP_001257602.1_T40t|PHOSPHO;SKM-GN;NP_001257607.1_T41t|PHOSPHO;SKM-GN;XP_008758302.1_T58t,6,1,PHOSPHO,1,SKM-GN
Rnh1,1,PROT;SKM-GN;NP_001257691.1,1,1,PROT,1,SKM-GN
Flot2,1,PROT;HEART;NP_001257729.1,1,1,PROT,1,HEART
Esd,1,PROT;LIVER;NP_001257794.1,1,1,PROT,1,LIVER
Ppm1h,1,PROT;WAT-SC;NP_001258008.1,1,1,PROT,1,WAT-SC
Rbm8a,1,PROT;WAT-SC;NP_001258067.1,1,1,PROT,1,WAT-SC
Paqr9,1,PROT;LIVER;NP_001258081.1,1,1,PROT,1,LIVER
Fnip1,1,PHOSPHO;HEART;NP_001258092.1_S98s,1,1,PHOSPHO,1,HEART
Slc25a45,1,PROT;LIVER;NP_001258108.1,1,1,PROT,1,LIVER
Smarca1,1,PHOSPHO;LIVER;NP_001258119.1_S674sT677t,1,1,PHOSPHO,1,LIVER
Sik3,1,PHOSPHO;LIVER;NP_001258145.2_T1267t,1,1,PHOSPHO,1,LIVER
Ankrd27,1,PHOSPHO;HEART;NP_001258193.1_S967s,1,1,PHOSPHO,1,HEART
Hmcn1,1,PROT;LUNG;NP_001258221.1,1,1,PROT,1,LUNG
Ppp1r21,1,PROT;LIVER;NP_001258234.1,1,1,PROT,1,LIVER
Eya4,1,PHOSPHO;SKM-GN;NP_001258246.1_S116s,1,1,PHOSPHO,1,SKM-GN
Mycbp,1,PROT;LIVER;NP_001258253.1,1,1,PROT,1,LIVER
Anks1b,1,PHOSPHO;HEART;NP_001258300.1_S759s,1,1,PHOSPHO,1,HEART
Dhrs7,1,PROT;SKM-GN;NP_001258323.1,1,1,PROT,1,SKM-GN
Spen,1,PHOSPHO;LIVER;NP_001258424.1_S1283s,1,1,PHOSPHO,1,LIVER
Agxt,2,PROT;LIVER;NP_001263635.1|PROT;LIVER;NP_085914.2,2,1,PROT,1,LIVER
Prkd1,1,PHOSPHO;HEART;NP_001263644.1_S916s,1,1,PHOSPHO,1,HEART
Epm2a,1,PROT;HEART;NP_001263691.1,1,1,PROT,1,HEART
Srrm2,3,PROT;LIVER;NP_001264083.1|PHOSPHO;LIVER;NP_001264083.1_S1777s|PHOSPHO;LIVER;NP_001264083.1_S532s,3,2,"PHOSPHO,PROT",1,LIVER
Cyc1,1,PROT;WAT-SC;NP_001264123.1,1,1,PROT,1,WAT-SC
Slc1a3,1,PROT;WAT-SC;NP_001276871.1,1,1,PROT,1,WAT-SC
Wbp11,1,PROT;LIVER;NP_001289946.1,1,1,PROT,1,LIVER
Ssna1,1,PROT;LIVER;NP_001290546.1,1,1,PROT,1,LIVER
Peg3,1,PROT;WAT-SC;NP_001291745.1,1,1,PROT,1,WAT-SC
Mcur1,1,PROT;LIVER;NP_001292107.1,1,1,PROT,1,LIVER
Afap1l2,1,PHOSPHO;HEART;NP_001292113.1_S503s,1,1,PHOSPHO,1,HEART
Cluh,1,PROT;SKM-GN;NP_001292142.1,1,1,PROT,1,SKM-GN
Lmnb2,1,PROT;WAT-SC;NP_001292164.1,1,1,PROT,1,WAT-SC
Dsel,1,PHOSPHO;HEART;NP_001292210.1_T1006tY1024y,1,1,PHOSPHO,1,HEART
Acot6,1,PROT;HEART;NP_001292214.1,1,1,PROT,1,HEART
Palm2,3,PROT;LIVER;NP_001292924.1|PHOSPHO;LIVER;NP_001292924.1_S225s|PHOSPHO;LIVER;NP_001292924.1_T128t,3,2,"PHOSPHO,PROT",1,LIVER
Proz,1,PROT;LIVER;NP_001296362.1,1,1,PROT,1,LIVER
Lama4,1,PROT;HEART;NP_001296376.1,1,1,PROT,1,HEART
Rps9l1,1,PROT;LUNG;NP_001300864.1,1,1,PROT,1,LUNG
Hist2h2aa3,1,PROT;LIVER;NP_001302422.1,1,1,PROT,1,LIVER
Mtch2,1,PHOSPHO;LIVER;NP_001304259.1_S283s,1,1,PHOSPHO,1,LIVER
Adnp,1,PROT;WAT-SC;NP_001334461.1,1,1,PROT,1,WAT-SC
Acp2,1,PROT;KIDNEY;NP_001344000.1,1,1,PROT,1,KIDNEY
Acaa1a,1,PROT;SKM-GN;NP_036621.1,1,1,PROT,1,SKM-GN
Ar,1,PHOSPHO;HEART;NP_036634.1_S633s,1,1,PHOSPHO,1,HEART
Atp2b2,1,PROT;HEART;NP_036640.1,1,1,PROT,1,HEART
Ckm,2,PHOSPHO;HEART;NP_036662.1_S16s|PHOSPHO;HEART;NP_036662.1_S372s,2,1,PHOSPHO,1,HEART
Gck,1,PROT;LIVER;NP_036697.1,1,1,PROT,1,LIVER
Gstp1,1,PROT;WAT-SC;NP_036709.1,1,1,PROT,1,WAT-SC
Igfbp3,1,PHOSPHO;HEART;NP_036720.2_T198tS202s,1,1,PHOSPHO,1,HEART
Mbl1,1,PROT;HEART;NP_036731.2,1,1,PROT,1,HEART
Myh3,1,PHOSPHO;SKM-GN;NP_036736.1_T255t,1,1,PHOSPHO,1,SKM-GN
Nf1,1,PHOSPHO;LIVER;NP_036741.1_S2504s,1,1,PHOSPHO,1,LIVER
Omp,1,PROT;WAT-SC;NP_036748.1,1,1,PROT,1,WAT-SC
Tat,7,PROT;LIVER;NP_036800.1|ATAC;LIVER;chr19:41674491-41674861|ATAC;LIVER;chr19:41674931-41675287|ATAC;LIVER;chr19:41677039-41677698|ATAC;LIVER;chr19:41677975-41678435|ATAC;LIVER;chr19:41682344-41682680|ATAC;LIVER;chr19:41682831-41683163,7,2,"ATAC,PROT",1,LIVER
Ugt1a1,1,PROT;LIVER;NP_036815.1,1,1,PROT,1,LIVER
Vsnl1,1,PROT;SKM-GN;NP_036818.2,1,1,PROT,1,SKM-GN
Calcrl,1,PHOSPHO;LUNG;NP_036849.1_T422t,1,1,PHOSPHO,1,LUNG
Klkb1,1,PROT;HEART;NP_036857.2,1,1,PROT,1,HEART
Cyp2d2,3,PHOSPHO;LIVER;NP_036862.1_S249s|ATAC;LIVER;chr7:123649191-123650079|ATAC;LIVER;chr7:123650080-123650659,3,2,"ATAC,PHOSPHO",1,LIVER
Th,1,PROT;KIDNEY;NP_036872.1,1,1,PROT,1,KIDNEY
Ncl,1,PHOSPHO;LIVER;NP_036881.2_S145s,1,1,PHOSPHO,1,LIVER
Tst,1,PROT;WAT-SC;NP_036940.1,1,1,PROT,1,WAT-SC
Sycp1,1,PROT;HEART;NP_036942.1,1,1,PROT,1,HEART
Cacnb3,1,PROT;SKM-GN;NP_036960.1,1,1,PROT,1,SKM-GN
Adk,3,PROT;LIVER;NP_037027.2|ATAC;LIVER;chr15:3321522-3323121|ATAC;LIVER;chr15:3329160-3330032,3,2,"ATAC,PROT",1,LIVER
25379,1,PROT;LIVER;NP_037035.1,1,1,PROT,1,LIVER
Arrb1,1,PROT;HEART;NP_037042.1,1,1,PROT,1,HEART
Dpysl4,1,PROT;WAT-SC;NP_037065.1,1,1,PROT,1,WAT-SC
Gss,1,PROT;LIVER;NP_037094.1,1,1,PROT,1,LIVER
Hmgb1,1,PROT;LIVER;NP_037095.1,1,1,PROT,1,LIVER
Nedd4,1,PROT;SKM-GN;NP_037118.1,1,1,PROT,1,SKM-GN
Nup50,1,PROT;LIVER;NP_037123.1,1,1,PROT,1,LIVER
Rock2,1,PROT;SKM-GN;NP_037154.2,1,1,PROT,1,SKM-GN
F3,1,PROT;WAT-SC;NP_037189.2,1,1,PROT,1,WAT-SC
Cd81,1,PROT;LIVER;NP_037219.2,1,1,PROT,1,LIVER
Gnai3,1,PROT;WAT-SC;NP_037238.1,1,1,PROT,1,WAT-SC
Scn5a,1,PHOSPHO;HEART;NP_037257.1_S529s,1,1,PHOSPHO,1,HEART
Hmgcr,1,PROT;LIVER;NP_037266.2,1,1,PROT,1,LIVER
Mep1a,1,PROT;KIDNEY;NP_037275.1,1,1,PROT,1,KIDNEY
Clcn1,1,PHOSPHO;SKM-GN;NP_037279.1_S682sS704s,1,1,PHOSPHO,1,SKM-GN
Ahr,1,PROT;LIVER;NP_037281.3,1,1,PROT,1,LIVER
Mep1b,1,PROT;KIDNEY;NP_037315.1,1,1,PROT,1,KIDNEY
Pfkl,1,PROT;LIVER;NP_037322.1,1,1,PROT,1,LIVER
Ak3,1,PROT;LIVER;NP_037350.1,1,1,PROT,1,LIVER
Nqo1,1,PROT;LIVER;NP_058696.2,1,1,PROT,1,LIVER
Gfap,1,PROT;LIVER;NP_058705.2,1,1,PROT,1,LIVER
Lcat,1,PROT;WAT-SC;NP_058720.2,1,1,PROT,1,WAT-SC
Slc10a1,1,PHOSPHO;LIVER;NP_058743.1_T330t,1,1,PHOSPHO,1,LIVER
Slc4a3,1,PHOSPHO;LIVER;NP_058745.1_S433s,1,1,PHOSPHO,1,LIVER
Lamp2,1,PROT;LIVER;NP_058764.2,1,1,PROT,1,LIVER
Gdi1,1,PROT;LIVER;NP_058784.2,1,1,PROT,1,LIVER
Efnb1,1,PROT;LUNG;NP_058785.2,1,1,PROT,1,LUNG
Akt2,2,PHOSPHO;HEART;NP_058789.1_S34s|PROT;HEART;XP_008757331.1,2,2,"PHOSPHO,PROT",1,HEART
Capns1,1,PROT;LIVER;NP_058814.1,1,1,PROT,1,LIVER
Gzmk,1,PROT;LUNG;NP_058815.1,1,1,PROT,1,LUNG
Clcn2,1,PROT;LIVER;NP_058833.1,1,1,PROT,1,LIVER
Penk,1,PROT;HEART;NP_058835.1,1,1,PROT,1,HEART
Tnni3,1,PROT;HEART;NP_058840.1,1,1,PROT,1,HEART
Apcs,1,PROT;LIVER;NP_058866.2,1,1,PROT,1,LIVER
Pkn1,1,PHOSPHO;SKM-GN;NP_058871.2_T778t,1,1,PHOSPHO,1,SKM-GN
Fah,1,PROT;LIVER;NP_058877.1,1,1,PROT,1,LIVER
Macroh2a1,2,PROT;LIVER;NP_058878.1|PROT;LIVER;XP_006253637.1,2,1,PROT,1,LIVER
Tnni2,1,PROT;SKM-GN;NP_058881.1,1,1,PROT,1,SKM-GN
Asgr2,1,PROT;LIVER;NP_058885.1,1,1,PROT,1,LIVER
Glg1,1,PROT;SKM-GN;NP_058907.1,1,1,PROT,1,SKM-GN
Pebp1,2,PROT;LIVER;NP_058932.1|PHOSPHO;LIVER;NP_058932.1_S153s,2,2,"PHOSPHO,PROT",1,LIVER
Myh6,4,PROT;HEART;NP_058935.2|PHOSPHO;HEART;NP_058935.2_S1309s|PHOSPHO;HEART;NP_058935.2_T1681t|PHOSPHO;HEART;NP_058935.2_T379t,4,2,"PHOSPHO,PROT",1,HEART
Lsamp,1,PROT;HEART;NP_058938.1,1,1,PROT,1,HEART
Prps1,4,PROT;HEART;NP_058939.1|PHOSPHO;HEART;NP_058939.1_S103s|PHOSPHO;HEART;NP_058939.1_S238s|PHOSPHO;HEART;NP_058939.1_T225t,4,2,"PHOSPHO,PROT",1,HEART
Timm44,1,PROT;SKM-GN;NP_058963.1,1,1,PROT,1,SKM-GN
Nudc,1,PHOSPHO;LIVER;NP_058967.1_T99t,1,1,PHOSPHO,1,LIVER
Psma2,1,PROT;LIVER;NP_058975.1,1,1,PROT,1,LIVER
Psmb2,1,PROT;HEART;NP_058980.1,1,1,PROT,1,HEART
Baat,1,PROT;KIDNEY;NP_058996.2,1,1,PROT,1,KIDNEY
Ppp3r1,1,PROT;SKM-GN;NP_059005.1,1,1,PROT,1,SKM-GN
Prf1,1,PROT;LIVER;NP_059026.2,1,1,PROT,1,LIVER
Itih3,1,PROT;HEART;NP_059047.1,1,1,PROT,1,HEART
Prkaa1,1,PROT;SKM-GN;NP_062015.2,1,1,PROT,1,SKM-GN
Mstn,1,PROT;WAT-SC;NP_062024.1,1,1,PROT,1,WAT-SC
Capn1,1,PROT;LIVER;NP_062025.1,1,1,PROT,1,LIVER
Fbln5,1,PROT;LUNG;NP_062026.2,1,1,PROT,1,LUNG
Tsx,1,PHOSPHO;LIVER;NP_062076.1_S94sS96s,1,1,PHOSPHO,1,LIVER
Dync1h1,1,PROT;LIVER;NP_062099.3,1,1,PROT,1,LIVER
Ggt5,1,PROT;WAT-SC;NP_062108.2,1,1,PROT,1,WAT-SC
Cacng1,1,PROT;SKM-GN;NP_062128.1,1,1,PROT,1,SKM-GN
Prkar2a,2,PROT;LIVER;NP_062137.1|PHOSPHO;LIVER;NP_062137.1_S392s,2,2,"PHOSPHO,PROT",1,LIVER
Sema4f,1,PROT;HEART;NP_062145.1,1,1,PROT,1,HEART
Pcsk1n,1,PROT;HEART;NP_062152.1,1,1,PROT,1,HEART
Ca3,1,PHOSPHO;SKM-GN;NP_062165.2_S100sS105s,1,1,PHOSPHO,1,SKM-GN
Grik2,1,PHOSPHO;HEART;NP_062182.1_Y764yT768t,1,1,PHOSPHO,1,HEART
Inpp5d,1,PHOSPHO;HEART;NP_062184.1_Y867y,1,1,PHOSPHO,1,HEART
Tpsab1,1,PROT;WAT-SC;NP_062195.2,1,1,PROT,1,WAT-SC
Myo1a,1,PROT;LIVER;NP_062197.1,1,1,PROT,1,LIVER
Myh4,18,PROT;SKM-GN;NP_062198.1|PHOSPHO;SKM-GN;NP_062198.1_S1096s|PHOSPHO;SKM-GN;NP_062198.1_S1226s|PHOSPHO;SKM-GN;NP_062198.1_T71t|ATAC;SKM-GN;chr10:53751200-53751541|ATAC;SKM-GN;chr10:53751604-53752300|ATAC;SKM-GN;chr10:53758890-53759497|ATAC;SKM-GN;chr10:53762704-53762961|ATAC;SKM-GN;chr10:53765004-53765465|ATAC;SKM-GN;chr10:53765612-53766048|ATAC;SKM-GN;chr10:53766415-53766867|ATAC;SKM-GN;chr10:53783691-53784217|ATAC;SKM-GN;chr10:53784829-53785716|ATAC;SKM-GN;chr10:53789580-53790421|ATAC;SKM-GN;chr10:53800108-53800660|ATAC;SKM-GN;chr10:53802309-53802968|ATAC;SKM-GN;chr10:53802998-53803474|ATAC;SKM-GN;chr10:53803530-53804008,18,3,"ATAC,PHOSPHO,PROT",1,SKM-GN
Cntn3,1,PHOSPHO;LIVER;NP_062202.1_Y876yT898t,1,1,PHOSPHO,1,LIVER
Pfkfb4,1,PROT;SKM-GN;NP_062206.1,1,1,PROT,1,SKM-GN
Rgs3,1,PHOSPHO;LUNG;NP_062213.1_S813s,1,1,PHOSPHO,1,LUNG
Aox1,1,PROT;KIDNEY;NP_062236.2,1,1,PROT,1,KIDNEY
Scfd1,1,PHOSPHO;LIVER;NP_062237.1_S311s,1,1,PHOSPHO,1,LIVER
Uso1,1,PROT;WAT-SC;NP_062252.1,1,1,PROT,1,WAT-SC
Srgn,1,PROT;LIVER;NP_064459.1,1,1,PROT,1,LIVER
Haao,1,PROT;LIVER;NP_064461.1,1,1,PROT,1,LIVER
Ly6c,1,PROT;WAT-SC;NP_064488.1,1,1,PROT,1,WAT-SC
Myl1,1,PROT;HEART;NP_064489.1,1,1,PROT,1,HEART
Gstm3,1,PROT;SKM-GN;NP_065415.1,1,1,PROT,1,SKM-GN
Asl,3,PROT;LIVER;NP_067588.2|PHOSPHO;LIVER;NP_067588.2_S42s|PHOSPHO;LIVER;NP_067588.2_S5s,3,2,"PHOSPHO,PROT",1,LIVER
Slc9a3r1,1,PHOSPHO;KIDNEY;NP_067605.1_S266s,1,1,PHOSPHO,1,KIDNEY
Nucb2,2,PROT;WAT-SC;NP_067695.1|PHOSPHO;WAT-SC;NP_067695.1_S332s,2,2,"PHOSPHO,PROT",1,WAT-SC
Dnase2b,1,PROT;KIDNEY;NP_067696.1,1,1,PROT,1,KIDNEY
Arhgef1,1,PROT;HEART;NP_067726.3,1,1,PROT,1,HEART
Ptma,1,PROT;SKM-GN;NP_068508.1,1,1,PROT,1,SKM-GN
Nsf,1,PROT;WAT-SC;NP_068516.1,1,1,PROT,1,WAT-SC
Csad,1,PROT;LUNG;NP_068518.1,1,1,PROT,1,LUNG
Tsn,1,PROT;HEART;NP_068530.1,1,1,PROT,1,HEART
Arfip1,3,PHOSPHO;LUNG;NP_068531.1_S39s|PHOSPHO;LUNG;XP_006232601.1_S39s|PHOSPHO;LUNG;XP_006232607.1_S39s,3,1,PHOSPHO,1,LUNG
Copb2,1,PROT;LUNG;NP_068533.1,1,1,PROT,1,LUNG
H2ac1,1,PROT;WAT-SC;NP_068611.1,1,1,PROT,1,WAT-SC
Tsc1,1,PHOSPHO;LUNG;NP_068626.1_T547t,1,1,PHOSPHO,1,LUNG
Exoc5,1,PROT;WAT-SC;NP_071540.1,1,1,PROT,1,WAT-SC
Hibadh,1,PROT;SKM-GN;NP_071579.1,1,1,PROT,1,SKM-GN
Rad50,1,PROT;LIVER;NP_071582.1,1,1,PROT,1,LIVER
Pdcd4,1,PHOSPHO;LIVER;NP_071601.2_S313s,1,1,PHOSPHO,1,LIVER
Mre11,1,PROT;LIVER;NP_071615.1,1,1,PROT,1,LIVER
Lrat,1,PROT;LIVER;NP_071616.1,1,1,PROT,1,LIVER
Abcc1,1,PROT;SKM-GN;NP_071617.2,1,1,PROT,1,SKM-GN
Card9,1,PROT;LUNG;NP_071639.1,1,1,PROT,1,LUNG
Safb,1,PROT;LIVER;NP_071789.2,1,1,PROT,1,LIVER
Acads,1,PROT;SKM-GN;NP_071957.1,1,1,PROT,1,SKM-GN
Des,1,PHOSPHO;SKM-GN;NP_071976.1_S437s,1,1,PHOSPHO,1,SKM-GN
Metap2,1,PROT;LIVER;NP_071984.1,1,1,PROT,1,LIVER
Prpsap1,2,PROT;HEART;NP_071990.2|PHOSPHO;HEART;NP_071990.2_S244s,2,2,"PHOSPHO,PROT",1,HEART
Fgfbp1,1,PROT;LUNG;NP_072125.1,1,1,PROT,1,LUNG
Ilkap,1,PROT;WAT-SC;NP_072128.1,1,1,PROT,1,WAT-SC
Top1,1,PROT;LIVER;NP_072137.1,1,1,PROT,1,LIVER
Nat8,1,PROT;LIVER;NP_072157.1,1,1,PROT,1,LIVER
Ppp1r1a,6,PHOSPHO;SKM-GN;NP_073167.1_S47s|PHOSPHO;SKM-GN;NP_073167.1_T35t|PHOSPHO;SKM-GN;NP_073167.1_T38t|PHOSPHO;SKM-GN;XP_006242499.1_S47s|PHOSPHO;SKM-GN;XP_006242499.1_T35t|PHOSPHO;SKM-GN;XP_006242499.1_T38t,6,1,PHOSPHO,1,SKM-GN
Exoc7,1,PHOSPHO;LUNG;NP_073182.1_S250s,1,1,PHOSPHO,1,LUNG
Sh3bp4,2,PHOSPHO;HEART;NP_073184.3_S122s|ATAC;HEART;chr9:96210374-96211625,2,2,"ATAC,PHOSPHO",1,HEART
Snd1,1,PHOSPHO;HEART;NP_073185.2_S526sS535sY542y,1,1,PHOSPHO,1,HEART
Arl3,1,PROT;SKM-GN;NP_073191.1,1,1,PROT,1,SKM-GN
Mbl2,1,PROT;LUNG;NP_073195.2,1,1,PROT,1,LUNG
Gabarapl2,1,PROT;LIVER;NP_073197.1,1,1,PROT,1,LIVER
Ireb2,1,PROT;SKM-GN;NP_074054.2,1,1,PROT,1,SKM-GN
Gphn,2,PROT;LIVER;NP_074056.2|PHOSPHO;LIVER;NP_074056.2_S303s,2,2,"PHOSPHO,PROT",1,LIVER
Bche,1,PROT;HEART;NP_075231.1,1,1,PROT,1,HEART
Vps33a,1,PHOSPHO;LIVER;NP_075250.2_S505s,1,1,PHOSPHO,1,LIVER
Myo1c,1,PROT;LIVER;NP_075580.2,1,1,PROT,1,LIVER
Wdr7,1,PHOSPHO;SKM-GN;NP_076465.1_S1152s,1,1,PHOSPHO,1,SKM-GN
Golph3,1,PROT;LIVER;NP_076467.2,1,1,PROT,1,LIVER
Apaf1,1,PROT;HEART;NP_076469.1,1,1,PROT,1,HEART
Mrs2,1,PROT;HEART;NP_076491.1,1,1,PROT,1,HEART
Nrgn,1,PROT;SKM-GN;NP_077054.1,1,1,PROT,1,SKM-GN
Arf4,1,PROT;SKM-GN;NP_077065.1,1,1,PROT,1,SKM-GN
Fdxr,1,PROT;SKM-GN;NP_077067.1,1,1,PROT,1,SKM-GN
Anxa4,1,PROT;SKM-GN;NP_077069.3,1,1,PROT,1,SKM-GN
Dck,1,PROT;LIVER;NP_077072.1,1,1,PROT,1,LIVER
Dab2,1,PROT;KIDNEY;NP_077073.1,1,1,PROT,1,KIDNEY
Stmn3,1,PROT;HEART;NP_077322.1,1,1,PROT,1,HEART
Htr6,1,PROT;HEART;NP_077341.2,1,1,PROT,1,HEART
Hmgcl,1,PROT;HEART;NP_077362.1,1,1,PROT,1,HEART
Hpgd,1,PROT;LUNG;NP_077366.2,1,1,PROT,1,LUNG
Avil,1,PROT;LUNG;NP_077377.2,1,1,PROT,1,LUNG
Rabep2,1,PROT;HEART;NP_085074.1,1,1,PROT,1,HEART
Fabp7,1,PROT;LIVER;NP_110459.1,1,1,PROT,1,LIVER
Mtr,2,PROT;LIVER;NP_110491.1|ATAC;LIVER;chr17:66294330-66295238,2,2,"ATAC,PROT",1,LIVER
Pfn2,1,PROT;LIVER;NP_110500.1,1,1,PROT,1,LIVER
Abcc6,1,PROT;LIVER;NP_112275.1,1,1,PROT,1,LIVER
Atf2,1,PHOSPHO;LIVER;NP_112280.1_T98t,1,1,PHOSPHO,1,LIVER
Ctbs,1,PROT;WAT-SC;NP_112285.1,1,1,PROT,1,WAT-SC
Gatm,1,PROT;WAT-SC;NP_112293.1,1,1,PROT,1,WAT-SC
Gyg1,1,PROT;HEART;NP_112305.1,1,1,PROT,1,HEART
Hnmt,1,PROT;KIDNEY;NP_112306.1,1,1,PROT,1,KIDNEY
Itpka,1,PROT;HEART;NP_112307.2,1,1,PROT,1,HEART
Mif,1,PROT;WAT-SC;NP_112313.1,1,1,PROT,1,WAT-SC
Mipep,1,PROT;LIVER;NP_112314.2,1,1,PROT,1,LIVER
Mvd,1,PROT;LIVER;NP_112324.1,1,1,PROT,1,LIVER
Nup98,1,PHOSPHO;LIVER;NP_112336.2_T670tS673s,1,1,PHOSPHO,1,LIVER
Cdk16,1,PHOSPHO;SKM-GN;NP_112339.1_S75s,1,1,PHOSPHO,1,SKM-GN
Rab13,1,PROT;LIVER;NP_112354.1,1,1,PROT,1,LIVER
Rpl10,1,PROT;HEART;NP_112362.1,1,1,PROT,1,HEART
Rps9,1,PROT;LIVER;NP_112370.2,1,1,PROT,1,LIVER
S100a10,1,PROT;SKM-GN;NP_112376.1,1,1,PROT,1,SKM-GN
Ssr3,1,PHOSPHO;LIVER;NP_112382.2_S105s,1,1,PHOSPHO,1,LIVER
Suox,1,PROT;WAT-SC;NP_112389.3,1,1,PROT,1,WAT-SC
Usf2,1,PHOSPHO;WAT-SC;NP_112401.1_S222s,1,1,PHOSPHO,1,WAT-SC
Arpc1a,1,PROT;LIVER;NP_112408.1,1,1,PROT,1,LIVER
Cirbp,1,PROT;SKM-GN;NP_112409.2,1,1,PROT,1,SKM-GN
Tfam,1,PROT;WAT-SC;NP_112616.1,1,1,PROT,1,WAT-SC
Cdh2,2,PHOSPHO;HEART;NP_112623.1_S788s|PHOSPHO;HEART;NP_112623.1_Y820y,2,1,PHOSPHO,1,HEART
Pex3,2,PROT;LIVER;NP_112640.1|ATAC;LIVER;chr1:7726224-7727005,2,2,"ATAC,PROT",1,LIVER
Atrn,1,PROT;LIVER;NP_112641.1,1,1,PROT,1,LIVER
Tpp1,1,PROT;WAT-SC;NP_112647.1,1,1,PROT,1,WAT-SC
Ppp1ca,1,PROT;SKM-GN;NP_113715.1,1,1,PROT,1,SKM-GN
F9,1,PROT;HEART;NP_113728.1,1,1,PROT,1,HEART
Ampd3,1,PROT;SKM-GN;NP_113732.1,1,1,PROT,1,SKM-GN
Ces1e,1,PROT;LIVER;NP_113753.2,1,1,PROT,1,LIVER
Slc37a4,1,PROT;SKM-GN;NP_113777.2,1,1,PROT,1,SKM-GN
Atp6v0a1,1,PROT;LIVER;NP_113792.2,1,1,PROT,1,LIVER
Zranb2,2,PROT;LIVER;NP_113804.1|PHOSPHO;LIVER;XP_017446547.1_S188s,2,2,"PHOSPHO,PROT",1,LIVER
Prg2,1,PROT;LIVER;NP_113807.2,1,1,PROT,1,LIVER
Phgdh,1,PROT;LUNG;NP_113808.1,1,1,PROT,1,LUNG
Grb14,1,PROT;WAT-SC;NP_113811.1,1,1,PROT,1,WAT-SC
Tgm1,4,PROT;LIVER;NP_113847.1|PHOSPHO;LIVER;NP_113847.1_S103s|PHOSPHO;LIVER;NP_113847.1_S35s|PHOSPHO;LIVER;NP_113847.1_S812s,4,2,"PHOSPHO,PROT",1,LIVER
Smc1a,1,PROT;LIVER;NP_113871.1,1,1,PROT,1,LIVER
Dpys,1,PROT;LIVER;NP_113893.1,1,1,PROT,1,LIVER
Rps12,1,PROT;LIVER;NP_113897.2,1,1,PROT,1,LIVER
Sult1c3,1,PROT;LIVER;NP_113920.2,1,1,PROT,1,LIVER
Stk3,1,PHOSPHO;LIVER;NP_113923.1_S15s,1,1,PHOSPHO,1,LIVER
Ggcx,1,PROT;LIVER;NP_113944.1,1,1,PROT,1,LIVER
Abcb11,2,PROT;LIVER;NP_113948.1|PHOSPHO;LIVER;NP_113948.1_T679t,2,2,"PHOSPHO,PROT",1,LIVER
Cdkn1b,1,PROT;HEART;NP_113950.2,1,1,PROT,1,HEART
Atp6ap1,1,PROT;WAT-SC;NP_113973.1,1,1,PROT,1,WAT-SC
Trim3,1,PROT;LUNG;NP_113974.1,1,1,PROT,1,LUNG
Ppig,1,PROT;LIVER;NP_113981.1,1,1,PROT,1,LIVER
Deaf1,2,PHOSPHO;LIVER;NP_113989.2_T312t|ATAC;LIVER;chr1:214317354-214317645,2,2,"ATAC,PHOSPHO",1,LIVER
Clic4,1,PROT;SKM-GN;NP_114006.1,1,1,PROT,1,SKM-GN
Dvl1,1,PHOSPHO;LIVER;NP_114008.1_T348t,1,1,PHOSPHO,1,LIVER
Ncoa2,1,PHOSPHO;LIVER;NP_114010.1_T854t,1,1,PHOSPHO,1,LIVER
Vamp8,1,PHOSPHO;LIVER;NP_114015.1_S17s,1,1,PHOSPHO,1,LIVER
Nme2,1,PHOSPHO;LIVER;NP_114021.2_S120s,1,1,PHOSPHO,1,LIVER
Agxt2,1,PROT;LIVER;NP_114023.1,1,1,PROT,1,LIVER
Impa1,2,PROT;HEART;NP_114446.1|PROT;HEART;XP_006232213.1,2,1,PROT,1,HEART
Ralbp1,1,PHOSPHO;LIVER;NP_114456.1_S463s,1,1,PHOSPHO,1,LIVER
